시도,추출시군구,어린이집명,주소,위도,경도
경기도,부천시 원미구,예원어린이집,"경기도 부천시 원미구 송내대로205번길 70 2502동 101호(상동, 푸른마을창보밀레시티)",37.50308409,126.7531639
경기도,부천시 원미구,새샛별어린이집,"경기도 부천시 원미구 계남로 195 관리동(중동, 설악마을주공아파트)",37.5081145,126.7706995
경기도,부천시 원미구,슬기어린이집,"경기도 부천시 원미구 조마루로 231 928동 104호(중동, 미리내마을)",37.49977131,126.7694069
경기도,부천시 원미구,코알라어린이집,"경기도 부천시 원미구 성곡로63번길 122 101동 104호(도당동, 명성로즈빌아파트)",37.51693185,126.7920459
경기도,부천시 원미구,백송어린이집,"경기도 부천시 부흥로 49 2727동 103호 (상동, 백송마을 풍림아이원)",37.49927289,126.7479806
경기도,부천시 원미구,사랑몬테소리어린이집,경기도 부천시 원미구 상이로51번길 30 (상동),37.49347579,126.7424861
경기도,부천시 원미구,미소어린이집,"경기도 부천시 원미구 중동로 327 232동 104호 (중동, 덕유마을 주공3단지아파트)",37.50963446,126.7680503
경기도,부천시 원미구,부천민들레어린이집,"경기도 부천시 원미구 도약로 146 206동 105호 (중동, 덕유마을주공1단지,2단지,4단지아파트)",37.50951424,126.7671235
경기도,부천시 원미구,해맑음어린이집,경기도 부천시 원미구 평천로 702 (약대동),37.5149289,126.7685884
경기도,부천시 원미구,부천시청직장어린이집,경기도 부천시 원미구 길주로 210-2 (중동),37.50230749,126.7650357
경기도,부천시 원미구,중앙어린이집,경기도 부천시 원미구 조종로69번길 38-8 중앙어린이집 (원미동),37.49391666,126.7926348
경기도,부천시 원미구,이든어린이집,"경기도 부천시 원미구 도약로 82 관리동1층(상동, 진달래마을)",37.51141708,126.7571052
경기도,부천시 원미구,다솜어린이집,"경기도 부천시 원미구 조마루로 135 827동 101호 (중동, 포도마을 삼보,영남아파트)",37.50030693,126.759896
경기도,부천시 원미구,딩동댕어린이집,"경기도 부천시 원미구 조마루로 135 822동 101호 (중동, 포도마을 삼보,영남아파트)",37.50030693,126.759896
경기도,부천시 원미구,세하어린이집,"경기도 부천시 원미구 상동로117번길 64 2332동 104호 (상동, 라일락마을 대우이안,유림아파트)",37.5097559,126.7499783
경기도,부천시 원미구,포그니어린이집,"경기도 부천시 원미구 도약로 36 2316동 105호 (상동, 라일락마을 신성미소지움)",37.51201997,126.7523901
경기도,부천시 원미구,꿈마을삐아제어린이집,"경기도 부천시 원미구 옥산로 83 1005동 103호(중동,꿈마을)",37.50216038,126.7791052
경기도,부천시 원미구,사랑해은하수어린이집,"경기도 부천시 원미구 조마루로 231 933동 104호 (중동, 미리내마을 동성아파트)",37.49977131,126.7694069
경기도,부천시 원미구,파란꿈어린이집,"경기도 부천시 원미구 도약로 16 2304동 102호(상동, 라일락마을 경남아너스빌)",37.51243892,126.7505419
경기도,부천시 원미구,상동제일어린이집,"경기도 부천시 원미구 도약로 16 2301동 101호(상동, 라일락마을경남아너스빌)",37.51243892,126.7505419
경기도,부천시 원미구,예삐어린이집,"경기도 부천시 원미구 계남로 19 2312동 103호(상동, 라일락마을 동양덱스빌)",37.51091964,126.7501979
경기도,부천시 원미구,아이사랑어린이집,"경기도 부천시 원미구 석천로 107 1121동 106호(중동, 보람마을 동남아파트)",37.49800277,126.7607318
경기도,부천시 원미구,예랑어린이집,"경기도 부천시 원미구 조마루로 271 943동 103호 (중동, 미리내마을 롯데아파트)",37.49836008,126.7742666
경기도,부천시 원미구,새콤달콤어린이집,"경기도 부천시 원미구 도약로 106 128동 103호(중동, 한라마을주공3차아파트)",37.50999518,126.7615155
경기도,부천시 원미구,부천신나는어린이집,"경기도 부천시 원미구 계남로 106 410동 102호 (중동, 금강마을아파트)",37.50727913,126.7601028
경기도,부천시 원미구,해울어린이집,"경기도 부천시 원미구 상일로 71 1823동 107호 (상동, 반달마을 건영,동아,선경아파트)",37.49309079,126.7511067
경기도,부천시 원미구,숙명키즈어린이집,경기도 부천시 원미구 지봉로115번길 44 (역곡동),37.49042024,126.8110775
경기도,부천시 원미구,큰별어린이집,"경기도 부천시 원미구 도약로 36 2315동 101호 (상동, 라일락마을신성미소지움)",37.51201997,126.7523901
경기도,부천시 원미구,파스텔어린이집,"경기도 부천시 원미구 중동로 204 1309동 105호(중동, 그린타운우성1차아파트)",37.49810795,126.7692152
경기도,부천시 원미구,부천키움어린이집,경기도 부천시 원미구 부일로394번길 20 (심곡동),37.4863872,126.7736769
경기도,부천시 원미구,부곡어린이집,경기도 부천시 원미구 장말로271번길 24 (심곡동),37.49272636,126.7725247
경기도,부천시 원미구,햇살가득한어린이집,"경기도 부천시 원미구 계남로 195 309동 110호 (중동, 설악마을 주공아파트)",37.5081145,126.7706995
경기도,부천시 원미구,대림동화어린이집,"경기도 부천시 원미구 지봉로143번길 7 102동 106호(역곡동, 대림E편한세상1차아파트)",37.48989655,126.8142414
경기도,부천시 원미구,새봄어린이집,"경기도 부천시 원미구 장말로 71 1507동 106호 (상동, 한아름마을)",37.49445401,126.7505946
경기도,부천시 원미구,성도어린이집,경기도 부천시 원미구 장말로271번길 18-20 (심곡동),37.49235491,126.7732016
경기도,부천시 원미구,퐁피두창의스쿨어린이집,경기도 부천시 원미구 지봉로 75 (역곡동),37.48727692,126.807632
경기도,부천시 원미구,위니어린이집,"경기도 부천시 원미구 원미로144번길 51 105동 103호(원미동, 두산아파트)",37.4948369,126.7940512
경기도,부천시 원미구,꿈동산어린이집,"경기도 부천시 원미구 원미로144번길 51 관리동 1층 (원미동, 두산아파트)",37.4948369,126.7940512
경기도,부천시 원미구,열매어린이집,경기도 부천시 원미구 석천로78번길 30 (중동),37.4940976,126.7626798
경기도,부천시 원미구,꾸러기어린이집,"경기도 부천시 원미구 지봉로45번길 16-7 104호 (역곡동, 대명앙뜨레빌아파트)",37.48694344,126.8037293
경기도,부천시 원미구,은빛어린이집,"경기도 부천시 원미구 중동로 107 118동 103호(중동, 팰리스카운티)",37.49188168,126.7660731
경기도,부천시 원미구,금빛은빛어린이집,경기도 부천시 원미구 장말로 297 (심곡동),37.49148061,126.7750081
경기도,부천시 원미구,쌍용어린이집,"경기도 부천시 원미구 도약로 81 관리동 (상동, 다정한마을 쌍용아파트)",37.51337537,126.7583624
경기도,부천시 원미구,아이다운어린이집,"경기도 부천시 원미구 옥산로 47 1403동 102호(중동, 연화마을 쌍용아파트)",37.49803974,126.7803208
경기도,부천시 원미구,베베숲어린이집,"경기도 부천시 원미구 지봉로143번길 7 101동 102호 (역곡동, 대림e편한세상1차아파트)",37.48989655,126.8142414
경기도,부천시 원미구,예린어린이집,"경기도 부천시 원미구 옥산로 47 1407동 104호 (중동, 연화마을 쌍용아파트)",37.49803974,126.7803208
경기도,부천시 원미구,숲속나라어린이집,"경기도 부천시 원미구 평천로 679 109동 104호 (약대동, 부천아이파크1단지)",37.51566063,126.7656292
경기도,부천시 원미구,오즈의마법사어린이집,경기도 부천시 원미구 중동로280번길 61 (중동),37.50442697,126.7726112
경기도,부천시 원미구,아이조아어린이집,"경기도 부천시 원미구 중동로 327 관리동 1층 (중동, 덕유마을 주공3단지아파트)",37.50963446,126.7680503
경기도,부천시 원미구,감나무어린이집,"경기도 부천시 원미구 계남로 196 624동 104호 (중동, 중흥마을 주공아파트)",37.50650751,126.7718356
경기도,부천시 원미구,라온어린이집,경기도 부천시 원미구 평천로861번길 28 (도당동),37.51622517,126.7870248
경기도,부천시 원미구,색동어린이집,경기도 부천시 원미구 중동로 325 (중동),37.50889983,126.7693652
경기도,부천시 원미구,지니어린이집,"경기도 부천시 원미구 조마루로285번길 47 915동 105호(중동, 미리내마을한신아파트)",37.50039317,126.7720481
경기도,부천시 원미구,아기나무어린이집,"경기도 부천시 원미구 조마루로 134 1114동 101호 (중동, 보람마을아주아파트)",37.49760917,126.7568268
경기도,부천시 원미구,리더아이어린이집,경기도 부천시 원미구 부흥로414번길 32 (심곡동),37.48797251,126.7855551
경기도,부천시 원미구,한결사랑어린이집,경기도 부천시 원미구 신흥로92번길 12 (심곡동),37.49167121,126.7786038
경기도,부천시 원미구,성가정어린이집,경기도 부천시 원미구 삼작로268번길 65-6 (도당동),37.51709927,126.7913393
경기도,부천시 원미구,중동별밭어린이집,"경기도 부천시 원미구 도약로 106 125동 105호(중동, 한라마을아파트)",37.50999518,126.7615155
경기도,부천시 원미구,은하어린이집,"경기도 부천시 원미구 중동로 297 (중동, 은하마을 주공1단지)",37.50645778,126.769054
경기도,부천시 원미구,다나어린이집,경기도 부천시 원미구 부흥로 473 (소사동),37.48565466,126.791587
경기도,부천시 원미구,역곡샘터사랑어린이집,경기도 부천시 원미구 역곡로 49 (역곡동),37.48940773,126.8096416
경기도,부천시 원미구,목련어린이집,"경기도 부천시 원미구 신상로 91 관리동 1층 (상동, 목련마을 상록아파트)",37.49697463,126.7474823
경기도,부천시 원미구,아이유키즈어린이집,경기도 부천시 원미구 부천로86번길 18 (심곡동),37.49123662,126.785126
경기도,부천시 원미구,아이숲어린이집,"경기도 부천시 원미구 중동로 166 1713동 103호(중동, 복사골마을 건영아이숲,건영캐스빌아파트)",37.4935444,126.7674896
경기도,부천시 원미구,그린아이어린이집,"경기도 부천시 원미구 옥산로 16 1409동 103호 (중동, 연화마을)",37.49463487,126.7813063
경기도,부천시 원미구,포도나무어린이집,"경기도 부천시 원미구 중동로280번길 27 618동 102호(중동, 중흥마을신동아아파트)",37.50465848,126.7721188
경기도,부천시 원미구,푸르미아어린이집,"경기도 부천시 원미구 길주로377번길 12 105동 105호(춘의동, 우남푸르미아 아파트)",37.50365678,126.7848235
경기도,부천시 원미구,숲보아어린이집,"경기도 부천시 원미구 석천로 216 509동 104호(중동, 은하마을대우아파트)",37.50615164,126.7643229
경기도,부천시 원미구,온새미로어린이집,"경기도 부천시 원미구 옥산로 83 1001동 106호 (중동, 꿈마을)",37.50216038,126.7791052
경기도,부천시 원미구,미래어린이집,경기도 부천시 원미구 성곡로97번길 46 (도당동),37.52172765,126.7930956
경기도,부천시 원미구,아이존어린이집,경기도 부천시 원미구 수도로48번길 16-4 (약대동),37.51336291,126.7718497
경기도,부천시 원미구,건강한어린이집,"경기도 부천시 원미구 조마루로 135 819동 103호 (중동, 포도마을 삼보,영남아파트)",37.50030693,126.759896
경기도,부천시 원미구,하은꿈마을어린이집,"경기도 부천시 원미구 옥산로 75 1017동 102호 (중동, 꿈마을 동아아파트)",37.50025876,126.7788348
경기도,부천시 원미구,동부어린이집,"경기도 부천시 원미구 역곡로45번길 36 203동 104호 (역곡동, 동부센트레빌2단지아파트)",37.48935205,126.8077565
경기도,부천시 원미구,하얀마음어린이집,"경기도 부천시 원미구 부흥로 109 2619동 101호 (상동, 하얀마을)",37.49863782,126.7543754
경기도,부천시 원미구,푸른어린이집,"경기도 부천시 원미구 송내대로205번길 26 2508동 104호 (상동, 푸른마을 한라비발디)",37.50279108,126.755372
경기도,부천시 원미구,상동피터팬어린이집,"경기도 부천시 원미구 계남로 72 2231동 102호(상동, 진달래마을효성아파트)",37.508789,126.7564318
경기도,부천시 원미구,바른길어린이집,경기도 부천시 원미구 부흥로424번길 41 1층 (심곡동),37.48668818,126.7868756
경기도,부천시 원미구,기쁨가득어린이집,"경기도 부천시 원미구 부일로685번길 22 301동 105호 (역곡동, 역곡3차 한양수자인아파트)",37.48514678,126.8063748
경기도,부천시 원미구,맑은세상어린이집,"경기도 부천시 원미구 중동로279번길 22 516동 104호 (중동, 은하마을 쌍용,효성아파트)",37.50524072,126.7689717
경기도,부천시 원미구,큰사랑어린이집,"경기도 부천시 원미구 조마루로 212 1201동 101호(중동, 무지개마을동신12단지아파트)",37.49849808,126.7666885
경기도,부천시 원미구,꿈꾸는사랑마을어린이집,"경기도 부천시 원미구 부흥로 150 1615동 103호 (상동, 사랑마을 벽산,삼익,선경아파트)",37.4965467,126.7569981
경기도,부천시 원미구,고운어린이집,경기도 부천시 원미구 부일로 601 1층 (소사동),37.48430246,126.7970951
경기도,부천시 원미구,꿈나래어린이집,"경기도 부천시 원미구 중동로 108 101동 105호 (중동, 팰리스카운티)",37.49180978,126.7669867
경기도,부천시 원미구,사임당어린이집,"경기도 부천시 원미구 중동로 108 119동 102호 (중동, 팰리스카운티)",37.49180978,126.7669867
경기도,부천시 원미구,아이린어린이집,"경기도 부천시 원미구 중동로 108 114동 103호 (중동, 팰리스카운티)",37.49180978,126.7669867
경기도,부천시 원미구,위브꿈어린이집,"경기도 부천시 원미구 옥산로 83 1002동 103호(중동, 꿈마을삼환아파트)",37.50216038,126.7791052
경기도,부천시 원미구,두리몬테소리어린이집,"경기도 부천시 원미구 장말로 71 1502동 106호 (상동, 한아름마을 라이프,현대1차아파트)",37.49445401,126.7505946
경기도,부천시 원미구,사과나무어린이집,"경기도 부천시 원미구 옥산로 16 1411동 104호(중동, 연화마을 건영캐스빌아파트)",37.49463487,126.7813063
경기도,부천시 원미구,중동사랑어린이집,"경기도 부천시 원미구 중동로 108 관리동 1층(중동, 팰리스카운티)",37.49180978,126.7669867
경기도,부천시 원미구,중동신나는어린이집,"경기도 부천시 원미구 중동로 107 127동 관리동 1층 (중동, 팰리스카운티)",37.49188168,126.7660731
경기도,부천시 원미구,개구쟁이어린이집,"경기도 부천시 원미구 석천로 216 512동 103호 (중동, 은하마을 대우,동부아파트)",37.50615164,126.7643229
경기도,부천시 원미구,DB하이텍 햇살어린이집,"경기도 부천시 원미구 수도로 90 (도당동, DB하이텍)",37.51457523,126.7769093
경기도,부천시 원미구,산들어린이집,"경기도 부천시 원미구 도약로 206 202동 101호 (약대동, 부천위브트레지움2단지아파트)",37.51014203,126.7709316
경기도,부천시 원미구,리틀아이꿈어린이집,"경기도 부천시 원미구 도약로 206 202동 104호 (약대동, 부천위브트레지움2단지아파트)",37.51014203,126.7709316
경기도,부천시 원미구,위브숲 어린이집,"경기도 부천시 원미구 도약로 206 213동 101호(약대동, 두산위브트레지움아파트 2단지)",37.51014203,126.7709316
경기도,부천시 원미구,역곡e편한자연어린이집,"경기도 부천시 원미구 역곡로19번길 26 206동 관리동 (역곡동, 역곡이편한세상)",37.48680654,126.8084283
경기도,부천시 원미구,보람아트브레인어린이집,경기도 부천시 원미구 부일로619번길 26-29 (소사동),37.48549193,126.8002415
경기도,부천시 원미구,약대사랑어린이집,"경기도 부천시 원미구 수도로 18 관리동 1층 (약대동, 두산위브 트레지움아파트 1단지)",37.51228242,126.7682372
경기도,부천시 원미구,그린비브레인어린이집,경기도 부천시 원미구 심중로35번길 26 (중동),37.48689152,126.7716741
경기도,부천시 원미구,위브느티나무어린이집,"경기도 부천시 원미구 도약로 206 관리동 1층(약대동, 부천위브트레지움2단지)",37.51014203,126.7709316
경기도,부천시 원미구,아띠랑어린이집,"경기도 부천시 원미구 조마루로285번길 47 916동 101호(중동, 미리내마을 금호, 한신, 한양아파트)",37.50039317,126.7720481
경기도,부천시 원미구,리베어린이집,"경기도 부천시 원미구 중동로 108 105동 104호 (중동, 팰리스카운티)",37.49180978,126.7669867
경기도,부천시 원미구,반딧불어린이집,"경기도 부천시 원미구 조마루로 48 2701동 101호 (상동, 백송마을 상동자이)",37.50053889,126.7492892
경기도,부천시 원미구,한국어린이집,"경기도 부천시 원미구 부흥로 102 1542동 101호(상동, 한아름마을한국아파트)",37.49676341,126.7540047
경기도,부천시 원미구,상동아기천사어린이집,"경기도 부천시 원미구 장말로 102 1824동 101호(상동, 반달마을삼익아파트)",37.49333305,126.7532875
경기도,부천시 원미구,미리내누리어린이집,"경기도 부천시 원미구 조마루로285번길 47 913동 103호 (중동, 미리내마을 금호,한신,한양아파트)",37.50039317,126.7720481
경기도,부천시 원미구,솔방울어린이집,"경기도 부천시 원미구 평천로 616 2110동 101호 (상동, 다정한마을 삼성래미안아파트)",37.51490997,126.7578833
경기도,부천시 원미구,진달래꼬마숲어린이집,"경기도 부천시 원미구 도약로 82 2212동 102호(상동, 진달래마을대림e편한세상)",37.51141708,126.7571052
경기도,부천시 원미구,상동아기별어린이집,"경기도 부천시 원미구 부흥로 71 2719동 102호(상동, 백송마을동남)",37.49878902,126.750385
경기도,부천시 소사구,산들바람어린이집,"경기도 부천시 소사구 옥길로 80 관리동 1층 (옥길동, 엘에이치옥길브리즈힐)",37.46388524,126.8206565
경기도,부천시 소사구,올리브어린이집,"경기도 부천시 소사구 양지로 234-26 관리동 (옥길동, LH옥길헤일라움)",37.46470149,126.8252429
경기도,부천시 소사구,옥길푸른나무어린이집,"경기도 부천시 소사구 옥길로 80 612동 103호 (옥길동, 엘에이치옥길브리즈힐)",37.46388524,126.8206565
경기도,부천시 소사구,버들어린이집,"경기도 부천시 소사구 옥길로 80 605동 101호 (옥길동, 엘에이치옥길브리즈힐)",37.46388524,126.8206565
경기도,부천시 소사구,꽃길어린이집,"경기도 부천시 소사구 양지로 234-38 관리동 (옥길동, 엘에이치옥길센트럴힐)",37.46337074,126.8244817
경기도,부천시 소사구,파인푸르지오어린이집,"경기도 부천시 소사구 송내대로 16 관리동 (송내동, 송내역파인푸르지오1단지))",37.48527209,126.7536195
경기도,부천시 소사구,토리어린이집,"경기도 부천시 소사구 옥길로 55 703동 105호 (옥길동, LH 센트리뷰)",37.4661688,126.8207388
경기도,부천시 소사구,한신꿈어린이집,"경기도 부천시 소사구 양지로 234-10 104동 101호 (옥길동, 제이드카운티 1단지)",37.46592818,126.8263177
경기도,부천시 소사구,제일조은어린이집,경기도 부천시 소사구 소사구 범안로 220 115동 101호(옥길호반베르디움),37.46345335,126.8108103
경기도,부천시 소사구,하담어린이집,"경기도 부천시 소사구 양지로 234-9 제일풍경채 관리동 (옥길동, 제이드카운티 2단지)",37.4656435,126.8269573
경기도,부천시 소사구,반디어린이집,"경기도 부천시 소사구 양지로 234-10 한신더휴 관리동 (옥길동, 제이드카운티 1단지)",37.46592818,126.8263177
경기도,부천시 소사구,호반꿈어린이집,"경기도 부천시 소사구 범안로 220 102동 101호 (옥길동, 옥길호반베르디움)",37.46345335,126.8108103
경기도,부천시 소사구,호반몬테소리어린이집,"경기도 부천시 소사구 범안로 220 관리동 1층 (옥길동, 옥길호반베르디움)",37.46345335,126.8108103
경기도,부천시 소사구,꿈초롱어린이집,"경기도 부천시 소사구 옥길로 80 608동 105호(옥길동, LH옥길브리즈힐)",37.46388524,126.8206565
경기도,부천시 소사구,부천발도르프협동조합어린이집,"경기도 부천시 소사구 범안로 130-27 관리동 1층(범박동, 부천범박힐스테이트5단지)",37.46991833,126.8083264
경기도,부천시 소사구,빛솔어린이집,경기도 부천시 소사구 범안로 180 일루미스테이트 406동 102호,37.46642725,126.8079744
경기도,부천시 소사구,일루미꿈빛어린이집,경기도 부천시 소사구 범안로 180 404동 104호,37.46642725,126.8079744
경기도,부천시 소사구,햇빛어린이집,"경기도 부천시 소사구 경인로134번길 16 101동 101호 (송내동, 부천 우방 유쉘아파트)",37.4835476,126.7693007
경기도,부천시 소사구,소사큰나무어린이집,경기도 부천시 소사구 호현로489번가길 29 (소사본동),37.47994601,126.7921724
경기도,부천시 소사구,해님달님어린이집,경기도 부천시 소사구 호현로387번길 7 (소사본동),37.47243179,126.7921789
경기도,부천시 소사구,기쁨어린이집,"경기도 부천시 소사구 소안로 20 105동 108호 (괴안동, 삼익세라믹아파트)",37.47630592,126.8026223
경기도,부천시 소사구,다니엘어린이집,경기도 부천시 소사구 경인로9번나길 21 (송내동),37.48508184,126.7576948
경기도,부천시 소사구,소사소망어린이집,경기도 부천시 소사구 경인로392번가길 15 (소사본동),37.4808752,126.7999934
경기도,부천시 소사구,현대해와달어린이집,"경기도 부천시 소사구 범안로96번길 23 408동 101호 (범박동, 부천범박힐스테이트4단지아파트)",37.47274706,126.8083331
경기도,부천시 소사구,이레몬테소리어린이집,"경기도 부천시 소사구 범안로 81 관리동(범박동, 부천범박힐스테이트1단지)",37.47526022,126.808872
경기도,부천시 소사구,현대어린이집,"경기도 부천시 소사구 범안로96번길 23 관리동 (범박동, 부천범박힐스테이트4단지아파트)",37.47274706,126.8083331
경기도,부천시 소사구,초록별어린이집,"경기도 부천시 소사구 범안로 81 111동 105호 (범박동, 부천범박힐스테이트1단지)",37.47526022,126.808872
경기도,부천시 소사구,현대몬테소리어린이집,"경기도 부천시 소사구 은성로 172-17 608동 102호 (범박동, 부천범박힐스테이트 6단지)",37.4688355,126.8062827
경기도,부천시 소사구,사랑어린이집,"경기도 부천시 소사구 범안로96번길 23 410동 104호 (범박동, 부천범박힐스테이트4단지아파트)",37.47274706,126.8083331
경기도,부천시 소사구,키즈맘어린이집,"경기도 부천시 소사구 안곡로 4 202동 103호(괴안동, 삼익아파트)",37.4769288,126.8025742
경기도,부천시 소사구,꼬마어린이집,"경기도 부천시 소사구 부광로30번길 14 104호(괴안동,남향아파트)",37.48217928,126.8131778
경기도,부천시 소사구,또래어린이집,"경기도 부천시 소사구 범안로 130-27 501동 101호 (범박동, 부천범박힐스테이트5단지아파트)",37.46991833,126.8083264
경기도,부천시 소사구,자연의아이들탐구몬테소리어린이집,경기도 부천시 소사구 성주로 248 (심곡본동),37.48044908,126.7819957
경기도,부천시 소사구,아가소리어린이집,경기도 부천시 소사구 소사로125번가길 7-7 (소사본동),37.46984829,126.7951004
경기도,부천시 소사구,예뜰어린이집,"경기도 부천시 소사구 소안로 20 관리동 (괴안동, 삼익세라믹아파트)",37.47630592,126.8026223
경기도,부천시 소사구,언덕위에늘푸른어린이집,경기도 부천시 소사구 은성로6번길 17 (소사본동),37.4745094,126.7916508
경기도,부천시 소사구,오키어린이집,"경기도 부천시 소사구 소사로102번길 67 108동 106호(소사본동, 소사주공1단지아파트)",37.46929657,126.8013079
경기도,부천시 소사구,꼬마숲로이어린이집,경기도 부천시 소사구 경인로137번나길 2 (송내동),37.48494431,126.7710036
경기도,부천시 소사구,ABC몬테소리어린이집,"경기도 부천시 소사구 소사로78번길 42 관리동 (소사본동, 풍림아파트)",37.46453005,126.8020033
경기도,부천시 소사구,SK아름드리어린이집,"경기도 부천시 소사구 소삼로 62 108동 102호 (소사본동, 소사에스케이뷰아파트)",37.47681941,126.8010134
경기도,부천시 소사구,우리두리어린이집,경기도 부천시 소사구 소사로170번길 53 (소사본동),37.47343691,126.7984982
경기도,부천시 소사구,기쁜소리어린이집,"경기도 부천시 소사구 소사로170번길 81 102동 103호 (소사본동, 한신아파트)",37.47487009,126.8011267
경기도,부천시 소사구,꿈꾸는어린이집,경기도 부천시 소사구 성주로23번길 21-13 (송내동),37.48225137,126.7609402
경기도,부천시 소사구,해나라어린이집,"경기도 부천시 소사구 소사로102번길 47 101동 104호(소사본동,소사청구아파트)",37.46912643,126.8004335
경기도,부천시 소사구,초원어린이집,"경기도 부천시 소사구 안곡로149번길 16 108호 (괴안동, 초원아파트)",37.48271815,126.8170791
경기도,부천시 소사구,산어린이집,경기도 부천시 소사구 성주로80번길 16 (송내동),37.47926102,126.7646219
경기도,부천시 소사구,소사대장어린이집,경기도 부천시 소사구 소사로78번길 85 (소사본동),37.46804477,126.8011301
경기도,부천시 소사구,I-즐거운어린이집,"경기도 부천시 소사구 범안로21번길 39 2동 102호 (괴안동, 아주아파트)",37.48003491,126.8098118
경기도,부천시 소사구,아이월드어린이집,경기도 부천시 소사구 마니로 4 (송내동),37.47887675,126.7729173
경기도,부천시 소사구,라온제나어린이집,"경기도 부천시 소사구 양지남로68번길 25 212동 102호 (범박동, 범박휴먼시아)",37.46746502,126.8141092
경기도,부천시 소사구,성지어린이집,"경기도 부천시 소사구 소사로148번길 75-3 1층 (소사본동, 성지교회)",37.47175251,126.7996859
경기도,부천시 소사구,꿈이가득한어린이집,"경기도 부천시 소사구 범안로45번길 34 102호 (괴안동, 남양클레버아파트)",37.47739917,126.8091797
경기도,부천시 소사구,새별나라어린이집,경기도 부천시 소사구 송내대로30번길 84-7 (송내동),37.48563875,126.7581776
경기도,부천시 소사구,새그림나라예능어린이집,경기도 부천시 소사구 은성로68번길 76 (소사본동),37.47184773,126.7981933
경기도,부천시 소사구,아이꿈어린이집,경기도 부천시 소사구 경인로120번길 96 (송내동),37.47986419,126.7685659
경기도,부천시 소사구,행복나무어린이집,경기도 부천시 소사구 성주로 106 (송내동),37.47951903,126.7681153
경기도,부천시 소사구,딸기어린이집,"경기도 부천시 소사구 소사동로72번길 32 403동 105호 (소사본동, 소사주공뜨란채4단지아파트)",37.47229812,126.8027672
경기도,부천시 소사구,행복이가득한어린이집,경기도 부천시 소사구 심곡로 23 (심곡본동),37.48181465,126.7759756
경기도,부천시 소사구,또래또몬테소리어린이집,경기도 부천시 소사구 경인로484번길 112 (괴안동),37.47885695,126.8120726
경기도,부천시 소사구,삼일어린이집,경기도 부천시 소사구 성주로212번길 6 1층 (심곡본동),37.47797384,126.7797146
경기도,부천시 소사구,소사아이사랑어린이집,"경기도 부천시 소사구 경인로134번길 72 104동 102호 (송내동, 송내대우아파트)",37.48046594,126.7692387
경기도,부천시 소사구,아이조은어린이집,"경기도 부천시 소사구 범안로95번길 32 관리동 (범박동, 부천범박힐스테이트3단지아파트)",37.47336018,126.8112881
경기도,부천시 소사구,탑몬테소리어린이집,경기도 부천시 소사구 성주로214번길 12 (심곡본동),37.47769623,126.7801952
경기도,부천시 소사구,예솔나무어린이집,경기도 부천시 소사구 경인로120번길 18 (송내동),37.48330064,126.7682949
경기도,부천시 소사구,소사꾸러기어린이집,경기도 부천시 소사구 호현로433번길 16 (소사본동),37.47644954,126.7915491
경기도,부천시 소사구,샘솔어린이집,경기도 부천시 소사구 심곡로67번길 73 (심곡본동),37.47732339,126.7789401
경기도,부천시 소사구,아남어린이집,"경기도 부천시 소사구 심곡로 83 108호 (심곡본동,아남아파트)",37.47668162,126.7756978
경기도,부천시 소사구,아이맘어린이집,"경기도 부천시 소사구 성주로 86-4 102동 107호(송내동, 현대고층아파트)",37.47878822,126.7643297
경기도,부천시 소사구,현대아이스쿨어린이집,"경기도 부천시 소사구 은성로 172-17 관리동 (범박동, 부천범박힐스테이트 6단지)",37.4688355,126.8062827
경기도,부천시 소사구,예쁜삼성어린이집,경기도 부천시 소사구 경인로234번길 37 (심곡본동),37.4814559,126.7814284
경기도,부천시 소사구,아름드리어린이집,"경기도 부천시 소사구 중동로71번길 39 107동103호(송내동, 뉴서울아파트)",37.48597585,126.7629505
경기도,부천시 소사구,뜨란채어린이집,"경기도 부천시 소사구 소사동로72번길 32 관리동 (소사본동, 소사주공뜨란채4단지아파트)",37.47229812,126.8027672
경기도,부천시 소사구,정연몬테소리어린이집,"경기도 부천시 소사구 중동로71번길 39 104동 104호 (송내동, 뉴서울아파트)",37.48597585,126.7629505
경기도,부천시 소사구,평강어린이집,경기도 부천시 소사구 은성로67번길 29 (소사본동),37.47651811,126.7981961
경기도,부천시 소사구,엄마랑어린이집,"경기도 부천시 소사구 안곡로 22 13동 101호 (괴안동, 역곡조공2차아파트)",37.47877314,126.804565
경기도,부천시 소사구,아름솔어린이집,"경기도 부천시 소사구 중동로 64 105동 101호(송내동, 중동역푸르지오아파트)",37.48534419,126.7656318
경기도,부천시 소사구,꼬마사랑어린이집,"경기도 부천시 소사구 경인로29번길 32 8동 107호 (송내동, 우성아파트)",37.48452082,126.7599636
경기도,부천시 소사구,사랑샘어린이집,경기도 부천시 소사구 호현로433번길 14 (소사본동),37.47648968,126.7916786
경기도,부천시 소사구,늘사랑소사어린이집,"경기도 부천시 소사구 소안로 20 107동 106호(괴안동, 삼익세라믹아파트)",37.47630592,126.8026223
경기도,부천시 소사구,푸르지오예꿈어린이집,"경기도 부천시 소사구 경인로117번길 27 206동 101호(송내동, 부천중동역푸르지오2차아파트)",37.48571117,126.7665866
경기도,부천시 소사구,예일어린이집,"경기도 부천시 소사구 경인로117번길 27 202동 104호 (송내동, 부천중동역2차푸르지오A단지)",37.48571117,126.7665866
