시도교육청명,행정구역명,학원명,도로명주소,위도,경도
서울특별시교육청,동작구,공단기본관학원,서울특별시 동작구 노량진로 140301호(노량진동),37.51275688,126.9417006
서울특별시교육청,동작구,공수학학원,"서울특별시 동작구 보라매로5가길 16, 513호 일부 (신대방동, 보라매아카데미타워)",37.4912751,126.9240947
서울특별시교육청,동작구,공터영어사당이수센터영어교습소,"서울특별시 동작구 동작대로29길 119, 극동아파트 113동 상가 301호 일부 (사당동, 극동아파트)",37.49088863,126.9760567
서울특별시교육청,동작구,권쌤영어교습소,"서울특별시 동작구 서달로 150, 115호 (흑석동, 이랜드해가든)",37.50662658,126.9621838
서울특별시교육청,동작구,그래머스쿨영어교습소,"서울특별시 동작구 여의대방로 30현대상가112동 에이동 209, 210호(신대방동)",37.49466066,126.9114473
서울특별시교육청,동작구,그로잉트리영어교습소,"서울특별시 동작구 만양로 26, 건영아파트 상가동 119호 (상도동,건영아파트)",37.50762648,126.9495479
서울특별시교육청,동작구,그린나래미술교습소,"서울특별시 동작구 여의대방로10길 59, 파크빌아파트 상가 301호 (신대방동)",37.49511473,126.9150796
서울특별시교육청,동작구,그린아트스콜레동작사당미술교습소,"서울특별시 동작구 사당로23길 112, 래미안로이파크후면상가 B105호",37.48782817,126.9734849
서울특별시교육청,동작구,그림공방앤드미술교습소,"서울특별시 동작구 사당로23길 112, 전면상가 105호 (사당동, 래미안 로이파크)",37.48782817,126.9734849
서울특별시교육청,동작구,그림속이야기미술교습소,"서울특별시 동작구 장승배기로 17(상도동), 1층 일부",37.4998508,126.9426408
서울특별시교육청,동작구,글샘토론하는아이들국어교습소,"서울특별시 동작구 동작대로29길 63-3, 2층 일부 (사당동)",37.488502,126.9786472
서울특별시교육청,동작구,금문수학교습소,"서울특별시 동작구 노량진로6길 70, 좌측 (노량진동)",37.51003621,126.93629
서울특별시교육청,동작구,금호발레학원,"서울특별시 동작구 상도로 265-40(상도1동,영은빌딩)",37.50448809,126.9493178
서울특별시교육청,동작구,기네스기타교습소,"서울특별시 동작구 상도로 376, 4층 (상도동)",37.49529936,126.9541658
서울특별시교육청,동작구,기파랑문해원동작학원,서울특별시 동작구 상도로 734층 (대방동),37.4999001,126.9289157
서울특별시교육청,동작구,김미연피아노스튜디오음악교습소,"서울특별시 동작구 상도로60길 20, 201호 (상도동, 대림아파트)",37.49318623,126.9532605
서울특별시교육청,동작구,김민수과학보습학원,"서울특별시 동작구 국사봉1길 3, 301호 (대방동)",37.49907793,126.928764
서울특별시교육청,동작구,김병두영어번역학원,"서울특별시 동작구 노량진로 204, 2층",37.51281839,126.948431
서울특별시교육청,동작구,김샘학원,"서울특별시 동작구 사당로 234, 4층 일부 (사당동,호림빌딩)",37.48320808,126.973527
서울특별시교육청,동작구,김쌤영어교습소,"서울특별시 동작구 여의대방로 30, 216호 (신대방동)",37.49466066,126.9114473
서울특별시교육청,동작구,김영편입학원,서울특별시 동작구 노량진로 156(노량진동) 4층,37.5134034,126.9432928
서울특별시교육청,동작구,김정은수학&노나다학원,"서울특별시 동작구 동작대로 149, 2층 (사당동, 대흥빌딩)",37.48995863,126.9822493
서울특별시교육청,동작구,김정은수학교습소,"서울특별시 동작구 동작대로 163, 3층 일부 (사당동)",37.49112499,126.9822872
서울특별시교육청,동작구,김정은수학뺌(BBAM)학원,"서울특별시 동작구 동작대로 155(사당동), 3층, 4층",37.49051843,126.9823055
서울특별시교육청,동작구,김지현영어교습소,"서울특별시 동작구 상도로 273, 2층 일부",37.50308345,126.9483375
서울특별시교육청,동작구,꿈그림터미술교습소,"서울특별시 동작구 사당로23바길 9, (사당동, 동작삼성래미안아파트)306호 (사당동, 동작삼성래미안아파트)",37.48960968,126.9691902
서울특별시교육청,동작구,꿈꾸는음악교습소,"서울특별시 동작구 동작대로39길 22, 1층 123호 (동작동)",37.49463598,126.981966
서울특별시교육청,동작구,꿈땅미술교습소,"서울특별시 동작구 여의대방로 250, 308호 (대방동, 대림아파트상가동)",37.50874345,126.9245178
서울특별시교육청,동작구,꿈이찬보습학원,서울특별시 동작구 성대로 592층(상도동),37.49831663,126.9342871
서울특별시교육청,동작구,나래피아노교습소,서울특별시 동작구 만양로 482층 (노량진동),37.50845029,126.9471398
서울특별시교육청,동작구,나리발레무용학원,서울특별시 동작구 동작대로35길 183층 (사당동),37.49111782,126.9813895
서울특별시교육청,동작구,나무스터디독서실,"서울특별시 동작구 만양로14나길 7, 1~6층 (노량진동)",37.51256465,126.9455676
서울특별시교육청,동작구,나무와숲학원,"서울특별시 동작구 상도로15길 103, 4층 (상도동)",37.50455363,126.9363648
서울특별시교육청,동작구,나은수학교습소,"서울특별시 동작구 여의대방로10길 13, 204호 일부(좌측) (신대방동, 한성아파트)",37.49574265,126.9152118
서울특별시교육청,동작구,날자수학교습소,"서울특별시 동작구 만양로 19, 322호 (노량진동, 신동아리버파크아파트)",37.50707174,126.9457182
서울특별시교육청,동작구,남송이스피치면접학원,"서울특별시 동작구 노량진로 178, 2층 (노량진동)",37.51340796,126.9456954
서울특별시교육청,동작구,넥스트스터디공무원학원,"서울특별시 동작구 노량진로 140, 701호 일부, 702호 (노량진동, 메가스터디타워)",37.51275688,126.9417006
서울특별시교육청,동작구,넥스트스터디소방학원,서울특별시 동작구 노량진로 140701호 일부(노량진동),37.51275688,126.9417006
서울특별시교육청,동작구,넥스트스파르타프리미엄독서실,"서울특별시 동작구 노량진로 140, 701호 일부 (노량진동, 메가스터디타워)",37.51275688,126.9417006
서울특별시교육청,동작구,넵튠댄스학원,서울특별시 동작구 사당로16길 283층(사당동),37.48239252,126.9728929
서울특별시교육청,동작구,노기현논술교습소,서울특별시 동작구 사당로17길8대림아파트상가A동4층405-2호(사당동),37.48410152,126.9743148
서울특별시교육청,동작구,노량진1호점작심독서실,"서울특별시 동작구 만양로14길 55-1, 1~6층 (노량진동,삼영독서실)",37.51263979,126.9471583
서울특별시교육청,동작구,노량진대성학원,"서울특별시 동작구 노량진로 120, 3층일부 (노량진동, 대성학원)",37.51273734,126.9399199
서울특별시교육청,동작구,노량진메가스터디학원,"서울특별시 동작구 장승배기로 171(노량진동) 노량진아이비빌딩 701호,801호,901호,1001호(7~10층)",37.5130172,126.9399449
서울특별시교육청,동작구,노량진점이루다스피치학원,"서울특별시 동작구 노량진로 104, 1층 (노량진동, 리더스타워)",37.51303633,126.9375707
서울특별시교육청,동작구,노량진크림미술학원,"서울특별시 동작구 노량진로 134, 16층 (노량진동, 이도타워)",37.51336537,126.9408802
서울특별시교육청,동작구,노량진크림입시미술학원,"서울특별시 동작구 장승배기로30길 5, 2층 (노량진동)",37.51279295,126.9408642
서울특별시교육청,동작구,노리안상도점학원,"서울특별시 동작구 상도로 218, 2층 (상도동, 차량정비상가)",37.50502685,126.9429118
서울특별시교육청,동작구,노블렘(noblEM)학원,"서울특별시 동작구 동작대로29길 119, 극동아파트114동상가 202호",37.49088863,126.9760567
서울특별시교육청,동작구,눈높이러닝센터대방보습논술학원,서울특별시 동작구 등용로 122(대방동),37.51199909,126.9321759
서울특별시교육청,동작구,눈높이러닝센터보라매보습논술학원,"서울특별시 동작구 신대방길 88, 3층 좌측 (신대방동, 신대방어린이집)",37.48971746,126.9096506
서울특별시교육청,동작구,눈높이러닝센터사당에이스보습논술학원,서울특별시 동작구 동작대로29길 69두성프라자402호일부 (사당동),37.48845208,126.9781073
서울특별시교육청,동작구,눈높이러닝센터상도성대보습논술학원,"서울특별시 동작구 성대로 11, 3층 (상도동)",37.50002514,126.9325603
서울특별시교육청,동작구,눈높이러닝센터상도약수보습논술학원,서울특별시 동작구 양녕로26길 29파크빌딩2층 (상도동),37.4972098,126.9442095
서울특별시교육청,동작구,눈높이러닝센터숭실보습논술학원,"서울특별시 동작구 상도로49길 11, 3층 (상도동)",37.49925766,126.9521291
서울특별시교육청,동작구,눈높이러닝센터신대방보습논술학원,"서울특별시 동작구 상도로 43, 2층 (대방동)",37.49999501,126.9254578
서울특별시교육청,동작구,뉴멘토수학교습소,"서울특별시 동작구 서달로 150, 142호 (흑석동, 이랜드해가든)",37.50662658,126.9621838
서울특별시교육청,동작구,뉴올리브수학학원,"서울특별시 동작구 사당로 243, 5층 (사당동, 동국빌딩)",37.48347992,126.9747971
서울특별시교육청,동작구,뉴욕리딩클럽영어교습소,서울특별시 동작구 여의대방로22길 121보라매자이더포레스트 상가동 2424호,37.49835192,126.925286
서울특별시교육청,동작구,뉴젠논술교습소,"서울특별시 동작구 흑석한강로 27(흑석동,흑석한강푸르지오) 상가D동 B301호",37.50409942,126.9662844
서울특별시교육청,동작구,뉴즈댄스학원,"서울특별시 동작구 동작대로25길 16, 5층 (사당동)",37.48633231,126.9809274
서울특별시교육청,동작구,다빈치미술교습소,"서울특별시 동작구 사당로26길 65, 1층 일부 (사당동)",37.48087984,126.9781909
서울특별시교육청,동작구,다빈치원리수학교습소,"서울특별시 동작구 사당로2가길 102, 사당자이아파트 상가동 106호",37.48837303,126.9634174
서울특별시교육청,동작구,다이브인캔버스미술교습소,"서울특별시 동작구 사당로 90, 205호 (사당동, 사당 롯데캐슬 골든포레)",37.49233562,126.9624478
서울특별시교육청,동작구,대림2영어교습소,"서울특별시 동작구 상도로 37, 3층 일부",37.50001128,126.9246811
서울특별시교육청,동작구,대림영어교습소,"서울특별시 동작구 상도로 37, 3층 일부",37.50001128,126.9246811
서울특별시교육청,동작구,대림음악학원,"서울특별시 동작구 여의대방로 250, 상가동,상가 5-8호 (대방동, 대림아파트)",37.50874345,126.9245178
서울특별시교육청,동작구,대방유투엠학원,"서울특별시 동작구 대방동길 83, 101호,202호,302호 (대방동)",37.50515905,126.924346
서울특별시교육청,동작구,대방전기통신학원,"서울특별시 동작구 노량진로 4, 3층일부, 4층일부",37.51241243,126.9262404
서울특별시교육청,동작구,대산전기학원,"서울특별시 동작구 노량진로 104, 13층",37.51303633,126.9375707
서울특별시교육청,동작구,대성학원,"서울특별시 동작구 노량진로 120, 1층, 2층, 3층일부, 4층 (노량진동, 대성학원)",37.51273734,126.9399199
서울특별시교육청,동작구,대성학원독서실,"서울특별시 동작구 노량진로 120, 비동 1층 일부 및 2~5층 (노량진동, 대성학원)",37.51273734,126.9399199
서울특별시교육청,동작구,대치동지피(GP)국제어학원,"서울특별시 동작구 상도로 407, 삼호아파트유치원동 2~3층",37.49391739,126.9577733
서울특별시교육청,동작구,대치영어교습소,"서울특별시 동작구 동작대로29길 110(사당동,신동아아파트)상가 208호",37.48982442,126.9777452
서울특별시교육청,동작구,대한논리논술학원,"서울특별시 동작구 여의대방로 250, 상가동,상가 3-5.3-6호 (대방동, 대림아파트)",37.50874345,126.9245178
서울특별시교육청,동작구,대한리더스학원,"서울특별시 동작구 사당로 231, 3층 일부",37.48370105,126.9736557
서울특별시교육청,동작구,대한보습학원,서울특별시 동작구 사당로 2312층 함풍빌딩 (사당동),37.48370105,126.9736557
서울특별시교육청,동작구,대한오토바이정비학원,"서울특별시 동작구 상도로62길 1, 1층, 2층 (상도동, 상도5치안센터)",37.49470601,126.9545489
서울특별시교육청,동작구,더(The)이룸영어교습소,서울특별시 동작구 대방동길 801층 일부(대방동),37.50511551,126.9248762
서울특별시교육청,동작구,더강한수학학원,서울특별시 동작구 대방동길 865층(대방동),37.50546858,126.924545
서울특별시교육청,동작구,더나은수학교습소,"서울특별시 동작구 여의대방로10길 13, 한성아파트 상가동 204호 일부(우측) (신대방동, 한성아파트)",37.49574265,126.9152118
서울특별시교육청,동작구,더루츠영어학원,서울특별시 동작구 흑석로13길 92층,37.50910419,126.9606139
서울특별시교육청,동작구,더리얼영어교습소,"서울특별시 동작구 사당로 177, 3층 (사당동)",37.48630332,126.9687361
서울특별시교육청,동작구,더뮤직아카데미학원,"서울특별시 동작구 동작대로 141, 3층 (사당동)",37.4892377,126.9820534
서울특별시교육청,동작구,더블에스관리형독서실,"서울특별시 동작구 장승배기로30길 6-5, 3층, 4층 (노량진동, 태영 오피스텔)",37.51263835,126.9412494
서울특별시교육청,동작구,더블유엠티전자음악학원,"서울특별시 동작구 사당로 216, 4층 (사당동)",37.48406496,126.9720296
서울특별시교육청,동작구,더쌤수학교습소,서울특별시 동작구 서달로 1512층 일부(흑석동),37.506971,126.9615353
서울특별시교육청,동작구,더쌤초등수학교습소,서울특별시 동작구 서달로 1512층 일부(흑석동),37.506971,126.9615353
서울특별시교육청,동작구,더원영수학원,"서울특별시 동작구 상도로26길 18, 4층 (상도동)",37.50382647,126.9388253
서울특별시교육청,동작구,더자람리드인독서논술교습소,"서울특별시 동작구 여의대방로22길 121(신대방동,보라매자이 더 포레스트) 판매시설 2436호",37.49835192,126.925286
서울특별시교육청,동작구,더채움수학학원,"서울특별시 동작구 대방동15가길 23, 303호 (대방동, 한성빌딩)",37.50390493,126.9234922
서울특별시교육청,동작구,더채움영어교습소,"서울특별시 동작구 상도로30길 40, 상도2차두산위브트레지움아파트 업무시설 209호",37.50431826,126.942467
서울특별시교육청,동작구,더크는킨더상도캠퍼스정철어학원,"서울특별시 동작구 성대로31길 2, 2층, 3층 (상도동,화성탕)",37.4998854,126.9406262
서울특별시교육청,동작구,도담다담음악교습소,서울특별시 동작구 국사봉1길 702층 (상도동),37.49827945,126.9313244
서울특별시교육청,동작구,도모하다미술교습소,서울특별시 동작구 신대방길 182층(신대방동),37.48799528,126.9116909
서울특별시교육청,동작구,도트임용전문미술학원,"서울특별시 동작구 장승배기로27길 18, 3층 (노량진동)",37.51168902,126.9390425
서울특별시교육청,동작구,도화지이야기미술교습소,"서울특별시 동작구 여의대방로 30, 에이동 405호 (신대방동, 현대상가)",37.49466066,126.9114473
서울특별시교육청,동작구,독고스터디독서실,"서울특별시 동작구 만양로18길 14, 4~5층 (노량진동)",37.51302858,126.9450037
서울특별시교육청,동작구,독서이야기논술교습소,서울특별시 동작구 사당로26길 66(사당동) 1층 일부,37.48090089,126.978005
서울특별시교육청,동작구,독학사칼리지학원,서울특별시 동작구 사당로13길 15-12층(사당동),37.48474168,126.9722943
서울특별시교육청,동작구,독한에듀윌1관경찰?소방학원,"서울특별시 동작구 장승배기로 168, 4~5층, 13층 일부(1302호) (노량진동, 드림타워)",37.51261359,126.9405533
서울특별시교육청,동작구,독한에듀윌2관경찰?소방학원,"서울특별시 동작구 장승배기로 168, 10층",37.51261359,126.9405533
서울특별시교육청,동작구,독한에듀윌공무원학원,"서울특별시 동작구 장승배기로 168, 11층",37.51261359,126.9405533
서울특별시교육청,동작구,돌체음악학원,서울특별시 동작구 장승배기로 72층(상도동),37.49931362,126.9433896
서울특별시교육청,동작구,동그라미놀이학원,"서울특별시 동작구 동작대로13길 18, 1층일부 (사당동)",37.4819004,126.9796465
서울특별시교육청,동작구,동아음악학원,서울특별시 동작구 신대방2길 133층 (신대방동),37.48817429,126.9131094
서울특별시교육청,동작구,동암서예교습소,서울특별시 동작구 매봉로 134신동아아파트 상가204호 (본동),37.51014704,126.9514909
서울특별시교육청,동작구,동영욱실용음악학원,"서울특별시 동작구 동작대로29가길 33, 2층 (사당동, 도성빌딩)",37.48948378,126.9815616
서울특별시교육청,동작구,동작느티나무논술교습소,"서울특별시 동작구 동작대로29길 115, 사당우성아파트 상가(3단지) 228호 및 229호 (사당동, 사당우성아파트)",37.49041718,126.9758253
서울특별시교육청,동작구,동작대방시매쓰보습학원,서울특별시 동작구 상도로 712층 (대방동),37.50002564,126.9286574
서울특별시교육청,동작구,동작도레미음악교습소,"서울특별시 동작구 대방동15길 2, 2층  (대방동,영승빌딩)",37.50289876,126.9252882
서울특별시교육청,동작구,동작라이즈어학원,"서울특별시 동작구 현충로 75, 5층일부 (흑석동, 원불교100년기념관 및 역사문화기념관)",37.50975909,126.9638593
서울특별시교육청,동작구,동작벨라보체음악학원,서울특별시 동작구 사당로23나길 34(4층) (사당동),37.4878428,126.975739
서울특별시교육청,동작구,동작블랙캠퍼스정이조학원,"서울특별시 동작구 상도로 214, 2층 (상도동, 성은빌딩)",37.5049722,126.942446
서울특별시교육청,동작구,동작사당자라다남아미술학원,"서울특별시 동작구 사당로 216, 3층 (사당동)",37.48406496,126.9720296
서울특별시교육청,동작구,동작상도건영한우리독서토론논술교습소,"서울특별시 동작구 만양로 26건영아파트 상가동 115호(노량진동,건영아파트)",37.50762648,126.9495479
서울특별시교육청,동작구,동작상도한우리독서토론논술교습소,서울특별시 동작구 성대로29길 61제3호 1층 일부(상도동),37.50082124,126.9375968
서울특별시교육청,동작구,동작에스엘피어학원,"서울특별시 동작구 상도로 34, 1층, 2층, 3층 (대방동, 산맥빌딩)",37.49961665,126.9242845
서울특별시교육청,동작구,동작유니팝미술교습소,"서울특별시 동작구 상도로 346-1, 203호 (상도동, 상도 엠코타운 센트럴파크)",37.49678998,126.9516675
서울특별시교육청,동작구,동작정상어학원,"서울특별시 동작구 상도로 242, 2~3층 (상도동)",37.50485684,126.9454136
서울특별시교육청,동작구,동작정이조영어학원,"서울특별시 동작구 상도로 213, 3층 (상도동, 세담빌딩)",37.50552702,126.9425891
서울특별시교육청,동작구,동작정이조주니어영어학원,"서울특별시 동작구 상도로 213, 2층 (상도동, 세담빌딩)",37.50552702,126.9425891
서울특별시교육청,동작구,동작청담에이프릴어학원,"서울특별시 동작구 여의대방로 286, 3층일부, 4층일부",37.5119949,126.9255096
서울특별시교육청,동작구,동작해법아카데미학원,서울특별시 동작구 여의대방로10길 38보라매롯데낙천대상가101호 (신대방동),37.49540996,126.9125665
서울특별시교육청,동작구,두드림중국어교습소,"서울특별시 동작구 여의대방로 250, 대림아파트 상가동 209호 (대방동,대방동 대림아파트 아파트동)",37.50874345,126.9245178
서울특별시교육청,동작구,드림하이영수학원,"서울특별시 동작구 양녕로27길 23, 1층 (상도동, 두영)",37.49896839,126.9425134
서울특별시교육청,동작구,디딤돌보습학원,"서울특별시 동작구 사당로16길 22(사당동), 2층, 3층 일부",37.48258512,126.9730926
서울특별시교육청,동작구,디딤돌플러스수학교습소,"서울특별시 동작구 현충로 111, 명수대상가 B동 2층 8호 (흑석동, 명수대상가)",37.50762318,126.9660502
서울특별시교육청,동작구,디에스(DS)실용음악학원,"서울특별시 동작구 사당로26길 38, 3층 (사당동, 대림빌딩)",37.48209023,126.9780559
서울특별시교육청,동작구,디에프아이어학원,"서울특별시 동작구 동작대로13길 18, A동 1층",37.4819004,126.9796465
서울특별시교육청,동작구,디엑스엔씨이학원,서울특별시 동작구 남부순환로 20733층,37.47696218,126.9792939
서울특별시교육청,동작구,디오티어학원,"서울특별시 동작구 사당로30길 64, 2층,3층일부 (사당동)",37.48197662,126.980718
서울특별시교육청,동작구,디와이비동작최선어학원,"서울특별시 동작구 상도로 121, 2~3층 (상도동, 영진빌딩)",37.50163236,126.9333651
서울특별시교육청,동작구,뜸연기학원,"서울특별시 동작구 동작대로 71(사당동), 3층 일부",37.48285623,126.9815544
서울특별시교육청,동작구,라라음악교습소,서울특별시 동작구 대방동길 29미리내시티빌104호 (대방동),37.50199208,126.9277641
서울특별시교육청,동작구,라라음악학원,서울특별시 동작구 사당로16가길 42(사당동),37.48357948,126.971246
서울특별시교육청,동작구,라벨음악학원,"서울특별시 동작구 사당로17길 8, 상가 A동 405-1 (사당동, 대림아파트)",37.48410152,126.9743148
서울특별시교육청,동작구,라비브학원,"서울특별시 동작구 서달로13길 2, 1층, 2층일부 (흑석동)",37.50799433,126.9625355
서울특별시교육청,동작구,라온수학교습소,"서울특별시 동작구 여의대방로10길 59, 보라매파크빌아파트 상가동 201호 (신대방동, 보라매파크빌아파트)",37.49511473,126.9150796
서울특별시교육청,동작구,라온영어교습소,"서울특별시 동작구 사당로 271, 3층 (사당동)",37.48415562,126.9776488
서울특별시교육청,동작구,라온트리학원,"서울특별시 동작구 상도로 346-2, 상도엠코타운 애스톤파크 401동 B301 (상도동)",37.49475271,126.9482708
서울특별시교육청,동작구,라온피아노음악교습소,"서울특별시 동작구 사당로27길 130이수역리가아파트 주상가 B205호(사당동,이수역리가아파트)",37.48982944,126.9728808
서울특별시교육청,동작구,라이언영어학원,"서울특별시 동작구 등용로 88(대방동), 2층, 3층",37.50912602,126.9324215
서울특별시교육청,동작구,라이즈발레학원,"서울특별시 동작구 상도로 192, 3층 우측 (상도동)",37.50497274,126.9400871
서울특별시교육청,동작구,라포즈발레학원,"서울특별시 동작구 상도로56길 6, 2~3층 (상도동)",37.49611855,126.9525718
서울특별시교육청,동작구,래미안3차숭실대점딱풀리는수학교습소,서울특별시 동작구 상도로53길 13(상도동) 상가동 502호 일부,37.49833664,126.9530072
서울특별시교육청,동작구,래미안음악학원,서울특별시 동작구 노량진로22길 44삼성래미안아파트 상가203 (본동),37.51095503,126.9501246
서울특별시교육청,동작구,랜스댄스학원,"서울특별시 동작구 신대방길 88(신대방동), 4층 일부",37.48971746,126.9096506
서울특별시교육청,동작구,레벨업영어교습소,"서울특별시 동작구 상도로30길 40(상도동,상도2차두산위브트레지움아파트) 업무시설 214호",37.50431826,126.942467
서울특별시교육청,동작구,레인보우아트미술교습소,서울특별시 동작구 흑석로13서우빌딩201호(상도1동),37.50504224,126.9521972
서울특별시교육청,동작구,로드맵보습학원,"서울특별시 동작구 여의대방로 28, 707 현대상가B동 205,206,223,224,226,227,228호 (신대방동,현대아파트)",37.49527344,126.9116905
서울특별시교육청,동작구,로드맵수학교습소,"서울특별시 동작구 사당로2가길 139, 1층 (사당동)",37.48823082,126.9639211
서울특별시교육청,동작구,로드맵플러스학원,"서울특별시 동작구 상도로 213, 4층 (상도동, 세담빌딩)",37.50552702,126.9425891
서울특별시교육청,동작구,로마수학전문학원,"서울특별시 동작구 대방동길 86(대방동), 4층",37.50546858,126.924545
서울특별시교육청,동작구,로운미술교습소,"서울특별시 동작구 서달로 91(흑석동,흑석한강센트레빌2차) 상가동 비104-2호",37.50316562,126.958891
서울특별시교육청,동작구,로이즈학원,서울특별시 동작구 노량진로 4(대방동) 3층 일부,37.51241243,126.9262404
서울특별시교육청,동작구,로제타스톤영어교습소,"서울특별시 동작구 현충로 111, 명수대상가B동 2층 5호",37.50762318,126.9660502
서울특별시교육청,동작구,루카스바이올린교습소,"서울특별시 동작구 동작대로29길 115, 사당우성아파트상가3단지 227호 (사당동, 사당우성아파트)",37.49041718,126.9758253
서울특별시교육청,동작구,루트수학교습소,"서울특별시 동작구 현충로 114, 2층 일부 (흑석동)",37.50704246,126.9659692
서울특별시교육청,동작구,르호봇알바트로스과학교습소,"서울특별시 동작구 여의대방로26길 82, 3층 (대방동)",37.4991761,126.9249098
서울특별시교육청,동작구,리드인강남영본독서논술교습소,"서울특별시 동작구 매봉로 72, 2층 (상도1동)",37.50799558,126.9516178
서울특별시교육청,동작구,리드인국어·논술학원,"서울특별시 동작구 상도로60길 2, 2층 (상도동, 금오빌딩)",37.49510941,126.954134
서울특별시교육청,동작구,리드인독서논술흑석중앙점논술교습소,서울특별시 동작구 서달로 91상가동 비102-1호,37.50316562,126.958891
서울특별시교육청,동작구,리드인사당래미안로이파크점논술교습소,"서울특별시 동작구 사당로23길 112, 전면상가 104호 (사당동, 래미안 로이파크)",37.48782817,126.9734849
서울특별시교육청,동작구,리드인수학여우바른공부학원,"서울특별시 동작구 만양로 19, 203호, 204호 (노량진동, 상도신동아리버파크아파트)",37.50707174,126.9457182
서울특별시교육청,동작구,리드인학원,"서울특별시 동작구 장승배기로 23, 2~4층 (상도동)",37.50026216,126.9420072
서울특별시교육청,동작구,리디트연기교습소,"서울특별시 동작구 사당로30길 133(사당동), 4층",37.47882501,126.9808499
서울특별시교육청,동작구,리딩스쿨영어교습소,"서울특별시 동작구 장승배기로 6, 3층 (상도동)",37.49941236,126.9437362
서울특별시교육청,동작구,리만수학학원,"서울특별시 동작구 상도로 37, 2층 (대방동)",37.50001128,126.9246811
서울특별시교육청,동작구,리틀루영어교습소,"서울특별시 동작구 사당로16길 90(사당동), 1층 일부",37.47996267,126.971323
서울특별시교육청,동작구,링크영어학원,"서울특별시 동작구 대방동23길 45(대방동), 3층",37.50396484,126.9227899
서울특별시교육청,동작구,링키영어리버파크점영어교습소,"서울특별시 동작구 만양로 19, 313호, 314호 (노량진동, 상도신동아리버파크아파트)",37.50707174,126.9457182
서울특별시교육청,동작구,링키영어사당골든포레점영어교습소,"서울특별시 동작구 사당로 90, 근린생활시설1 202호 (사당동, 사당 롯데캐슬 골든포레)",37.49233562,126.9624478
서울특별시교육청,동작구,링키영어사당이수점영어교습소,서울특별시 동작구 사당로27길 94-31층 일부(사당동),37.48741147,126.975224
서울특별시교육청,동작구,링키영어상도더샵점영어교습소,서울특별시 동작구 장승배기로10길 130상가B동 207호,37.50201892,126.944785
서울특별시교육청,동작구,마루사이버독서실,서울특별시 동작구 성대로2길 7대성빌딩 (상도동),37.49936565,126.9317097
서울특별시교육청,동작구,마루아트미술학원,"서울특별시 동작구 시흥대로 676, 2층일부 (신대방동, 혜석빌딩)",37.4917011,126.9091576
서울특별시교육청,동작구,마리발레아카데미학원,서울특별시 동작구 상도로 234(상도동) 1층,37.50495881,126.9445741
서울특별시교육청,동작구,마스터(Master)영어교습소,서울특별시 동작구 사당로 283(사당동) 3층 일부,37.48455528,126.9789302
서울특별시교육청,동작구,마스터즈영어교습소,"서울특별시 동작구 여의대방로22길 121, 1123호 (신대방동, 보라매자이 더 포레스트)",37.49835192,126.925286
서울특별시교육청,동작구,마운틴영어교습소,서울특별시 동작구 사당로23나길 30(사당동) 4층,37.48769428,126.9755418
서울특별시교육청,동작구,마이원수학학원,"서울특별시 동작구 상도로 219, 4층 일부",37.50542694,126.9431833
서울특별시교육청,동작구,만만수학교습소,"서울특별시 동작구 상도로37길 74, 5층 (상도동)",37.49793076,126.9528256
서울특별시교육청,동작구,말하자원격학원,"서울특별시 동작구 노량진로 100, 801호, 802호",37.51296927,126.9370032
서울특별시교육청,동작구,매쓰앤아트(Math&Art)창의사고력수학교습소,"서울특별시 동작구 장승배기로 21, 2층 (상도동)",37.50015398,126.9422486
서울특별시교육청,동작구,매쓰엠수학교습소,"서울특별시 동작구 여의대방로 250, 307호 (대방동, 대림아파트 상가동)",37.50874345,126.9245178
서울특별시교육청,동작구,매쓰엠수학학원,"서울특별시 동작구 여의대방로 250(대방동), 226호",37.50874345,126.9245178
서울특별시교육청,동작구,매쓰플러스수학교습소,"서울특별시 동작구 여의대방로 30, 현대상가112동 에이동 218~219호",37.49466066,126.9114473
서울특별시교육청,동작구,맥스학원,"서울특별시 동작구 대방동23길 45, 4층 (대방동)",37.50396484,126.9227899
서울특별시교육청,동작구,맵플러스수학교습소,"서울특별시 동작구 만양로 26, 107호 (상도동, 건영아파트)",37.50762648,126.9495479
서울특별시교육청,동작구,메타매스학원,"서울특별시 동작구 상도로53길 47, 3층 (상도1동, 동인할인마트)",37.50135968,126.9534017
서울특별시교육청,동작구,멘토링수학학원,서울특별시 동작구 상도로38길 3-23층(상도1동),37.50214061,126.9478631
서울특별시교육청,동작구,모든교육엔씨에스(NCS)학원,"서울특별시 동작구 장승배기로 142-1, 3층 (노량진동)",37.51031532,126.9404095
서울특별시교육청,동작구,모짜르트음악학원,서울특별시 동작구 여의대방로 22우성상가304호 (신대방동),37.49109691,126.9118137
서울특별시교육청,동작구,목동수학원,"서울특별시 동작구 상도로 325, 3층 (상도동,원조마포소금구이)",37.49922945,126.951444
서울특별시교육청,동작구,몬스터기타교습소,"서울특별시 동작구 상도로 109, 2층 (상도동)",37.50093626,126.9322862
서울특별시교육청,동작구,몬터레이잉글리쉬카운티영어교습소,"서울특별시 동작구 장승배기로 42, 2층 (상도동)",37.50171546,126.9410523
서울특별시교육청,동작구,무지개음악교습소,"서울특별시 동작구 신대방2길 12, 1층일부 (신대방동)",37.48799082,126.9132031
