시군구,행정동,어린이집_가중치,학급당학생수_가중치,가중치_합산
관악구,난곡동,0.005109792,0.031911615,0.037021407
관악구,난향동,0.005935657,0.02996157,0.035897227000000004
서대문구,남가좌1동,0.003377574,0.038184789,0.041562363
서대문구,남가좌2동,0.003765306,0.03649101,0.040256316
용인시 처인구,남사읍,0.004683367,0.042092292,0.046775659000000004
용산구,남영동,0.008021739,0.0,0.008021739
남동구,남촌도림동,0.008039216,0.029435409,0.037474625
관악구,남현동,0.003333333,0.024918818,0.028252151
서초구,내곡동,0.005155689,0.035133336,0.040289025
동작구,노량진1동,0.002925089,0.028255863,0.031180951999999998
은평구,녹번동,0.003546859,0.030938468,0.034485327
강남구,논현1동,0.001702422,0.022789497,0.024491918999999997
남동구,논현1동,0.003881068,0.044211412,0.04809248
강남구,논현2동,0.002226244,0.034278417,0.036504661
남동구,논현2동,0.006917399,0.040306782,0.047224181
남동구,논현고잔동,0.003816912,0.047970044,0.051786956
고양시 덕양구,능곡동,0.003953571,0.035243724,0.039197295
광진구,능동,0.0036,0.039317637,0.042917637
남양주시,다산1동,0.003474828,0.046174096,0.049648924
남양주시,다산2동,0.00384375,0.045164129,0.049007879
중구,다산동,0.004969697,0.029789845,0.034759542
성남시 수정구,단대동,0.00440597,0.039136686,0.043542656
안양시 동안구,달안동,0.007028571,0.024528497,0.031557068
동대문구,답십리1동,0.003324324,0.032394265,0.035718588999999995
동대문구,답십리2동,0.0041,0.031153319,0.035253319
영등포구,당산1동,0.005251232,0.0,0.005251232
영등포구,당산2동,0.00341946,0.036405219,0.039824679
서구,당하동,0.002923218,0.04358316,0.046506378
김포시,대곶면,0.007530612,0.020929465,0.028460077
고양시 덕양구,대덕동,0.001755575,0.044725574,0.046481149
영등포구,대림1동,0.005314815,0.02896734,0.034282155
영등포구,대림2동,0.003133758,0.022516895,0.025650653
영등포구,대림3동,0.00502974,0.027704403,0.032734143
동작구,대방동,0.003825816,0.032758265,0.036584081000000004
은평구,대조동,0.003153846,0.028854918,0.032008764
옹진군,대청면,0.022363636,0.007955516,0.030319152
강남구,대치1동,0.003075,0.0526,0.055675
강남구,대치2동,0.002900943,0.04685307,0.049754013
강남구,대치4동,0.006530973,0.035450328,0.041981301000000006
관악구,대학동,0.005590909,0.028885453,0.034476361999999997
고양시 일산서구,대화동,0.005336226,0.039725446,0.045061672
마포구,대흥동,0.002753731,0.032163116,0.034916847
고양시 일산서구,덕이동,0.005052632,0.043403929,0.048456561
옹진군,덕적면,0.0205,0.005615658,0.026115658
하남시,덕풍1동,0.004205128,0.038731109,0.042936237
하남시,덕풍2동,0.004720682,0.037449759,0.042170441
하남시,덕풍3동,0.003324324,0.043949754,0.047274078
강남구,도곡1동,0.002346582,0.044592781,0.046939363
강남구,도곡2동,0.001134948,0.051549465,0.052684413
부천시 원미구,도당동,0.004837079,0.038552269,0.043389348
영등포구,도림동,0.005160839,0.0,0.005160839
도봉구,도봉1동,0.005394737,0.028489173,0.03388391
도봉구,도봉2동,0.00634384,0.031576163,0.037920002999999994
중구,도원동,0.03075,0.032342032,0.06309203199999999
성남시 중원구,도촌동,0.004482916,0.043104566,0.047587482
미추홀구,도화1동,0.002169312,0.040461538,0.04263085
미추홀구,도화2.3동,0.004182996,0.042975923,0.047158919
마포구,도화동,0.00327031,0.032178741,0.035449050999999995
금천구,독산1동,0.003534041,0.032250267,0.035784308
금천구,독산2동,0.007569231,0.028880862,0.036450093
금천구,독산3동,0.004656151,0.026262042,0.030918193
금천구,독산4동,0.009308108,0.025681346,0.034989454
성북구,돈암1동,0.005035088,0.039668881,0.044703969
성북구,돈암2동,0.003696721,0.040411678,0.044108399
구리시,동구동,0.006180905,0.042082886,0.048263791
용인시 기흥구,동백1동,0.005098446,0.046890152,0.051988598
용인시 기흥구,동백2동,0.005661088,0.046765473,0.052426561
용인시 기흥구,동백3동,0.00230102,0.04621614,0.048517160000000004
용인시 처인구,동부동,0.003784615,0.033738522,0.037523137
성북구,동선동,0.004290698,0.03560446,0.039895158
중구,동인천동,0.00984,0.0197268,0.029566799999999997
용인시 수지구,동천동,0.00328453,0.043642937,0.046927467
연수구,동춘1동,0.003075,0.04462685,0.047701850000000004
연수구,동춘2동,0.006122172,0.041249563,0.047371735000000005
연수구,동춘3동,0.006032698,0.048805176,0.054837874
중구,동화동,0.003477032,0.026856309,0.030333341
강동구,둔촌1동,0.000867069,0.03735329,0.038220358999999995
강동구,둔촌2동,0.003629083,0.031895817,0.0355249
강서구,등촌1동,0.004235762,0.031019037,0.035254798999999996
